Climb,location,rating,rating_dif,star_votes,stars,sub_location,type
105834134,Utah,22.75,0.0,6,3.5,Wasatch Range,Trad
106181256,Colorado,19.5,1.5,12,3.1,Boulder,Trad
105920111,International,17.5,0.0,13,2.9,North America,Sport
106208618,California,13.0,0.0,24,3.1,Yosemite National Park,Trad
105718117,Utah,28.0,0.5,45,4.9,Zion National Park,Sport
105868666,Colorado,20.0,0.5,16,2.9,Boulder,Trad
106449034,California,21.0,0.0,7,4.1,San Francisco Bay Area,Sport
105947723,New Hampshire,19.0,0.0,147,3.4,Rumney,Sport
105732860,Nevada,15.5,2.5,11,2.7,Red Rock,Trad
108873104,South Dakota,25.0,0.5,5,5.0,Spearfish Canyon,Sport
105718669,Utah,23.0,0.0,40,4.5,Moab Area,Trad
105923032,Nevada,22.5,0.0,61,3.5,Red Rock,Sport
106065226,Utah,23.5,0.0,12,4.0,Moab Area,Trad
106542798,Idaho,19.5,0.0,5,3.4,Castle Rocks,Sport
105763185,Colorado,28.0,0.0,27,4.9,Rifle,Sport
107306550,Utah,21.0,0.0,8,3.2,Wasatch Range,Sport
105714785,South Dakota,23.0,0.25,7,2.3,Mount Rushmore National Memorial,Sport
105760944,Colorado,23.0,0.5,14,3.6,Boulder,Trad
106036854,New Hampshire,19.0,0.0,15,3.0,Rumney,Sport
107847284,Oregon,21.0,0.0,9,4.1,Central Oregon,Trad
105748753,Colorado,13.0,0.0,16,3.1,Boulder,Trad
105751672,Colorado,30.0,1.0,36,4.6,Boulder,Sport
106836137,Washington,24.0,0.0,10,4.2,Northeast Corner & Spokane,Sport
105761934,Colorado,25.0,0.5,26,4.2,Canon City,Sport
105835308,Wyoming,19.5,0.5,19,3.7,Jackson Hole,Sport
105836358,Utah,19.0,0.0,24,2.6,Maple Canyon,Sport
105846613,Wyoming,21.0,0.0,99,4.4,Ten Sleep Canyon,Sport
105725401,California,17.5,-0.5,90,4.1,Joshua Tree National Park,Trad
106772331,New Hampshire,17.5,-0.5,17,4.1,Cannon Cliff ,Trad
106033069,Nevada,22.0,0.0,9,5.0,Red Rock,Trad
105734762,California,22.0,1.0,7,2.6,San Francisco Bay Area,Sport
107595148,Washington,14.5,0.0,12,2.5,Southwest Cascades,Trad
105752098,Wyoming,13.0,0.0,19,3.5,Vedauwoo,Trad
107610795,Idaho,20.0,0.0,15,3.8,Black Cliffs,Sport
105975347,Colorado,22.5,0.0,35,3.1,Boulder,Sport
106232722,Wyoming,23.0,0.0,18,4.2,Ten Sleep Canyon,Sport
106799818,Washington,13.0,0.0,6,3.0,Southeast Cascades & Yakima,Trad
107256764,International,20.0,0.0,8,3.8,North America,Trad
105860693,Kentucky,16.0,0.0,130,3.3,Red River Gorge,Sport
106538027,Nevada,14.5,0.0,11,3.6,Red Rock,Trad
105829266,New York,17.5,0.0,66,3.9,The Gunks,Trad
106003201,Wyoming,17.5,0.0,78,3.9,Grand Teton National Park,Trad
105764826,Colorado,19.0,-2.0,9,2.9,Boulder,Sport
105714881,South Dakota,14.5,0.0,16,2.8,Spearfish Canyon,Sport
105967430,International,16.5,0.5,6,4.2,Europe,Trad
106058997,New Hampshire,14.5,0.0,79,2.7,Rumney,Sport
105874659,Oregon,28.0,0.5,14,4.1,Mt. Hood,Sport
106692731,Colorado,33.0,0.0,5,4.0,Canon City,Sport
107325991,International,22.0,1.0,8,3.1,Asia,Sport
106543023,Wyoming,22.0,0.0,49,4.0,Lander Area,Sport
106686067,California,19.0,-0.5,16,3.2,San Francisco Bay Area,Sport
106690556,Colorado,20.0,0.0,16,3.0,Canon City,Sport
107323756,Nevada,16.0,0.0,8,2.6,Red Rock,Trad
106565001,Colorado,20.0,0.0,41,3.1,Boulder,Sport
105735395,California,17.5,-1.5,13,3.9,San Francisco Bay Area,Sport
105714803,South Dakota,7.5,-1.0,42,3.7,Custer State Park,Trad
105749578,Colorado,24.0,0.0,49,3.8,Boulder,Sport
107727923,Utah,26.0,-0.5,26,3.5,Maple Canyon,Sport
105878140,Oregon,31.5,0.5,7,4.7,Portland & The Gorge,Sport
105944079,Nevada,10.5,0.0,12,2.2,Red Rock,Trad
106874388,Oregon,20.5,0.0,7,2.9,Central Oregon,Trad
106090216,International,10.5,0.0,21,5.0,North America,Trad
105757447,Colorado,20.0,1.0,13,2.6,Boulder,Trad
106226347,Colorado,24.5,0.5,15,3.0,Boulder,Sport
108315001,Washington,17.5,0.0,6,3.8,Central-West Cascades & Seattle,Sport
105909672,New Hampshire,17.5,0.0,158,4.6,Cathedral Ledge,Trad
105740174,Utah,16.0,0.0,5,3.0,Wasatch Range,Sport
105922841,New Hampshire,16.0,0.0,89,4.1,Cathedral Ledge,Trad
107842284,Utah,17.5,0.0,10,3.3,Maple Canyon,Sport
106211755,Utah,26.0,0.0,33,3.9,Maple Canyon,Sport
105748145,Colorado,16.0,0.0,62,3.8,Boulder,Trad
105821011,Oregon,14.5,0.0,11,3.5,Willamette Valley,Sport
106429971,Colorado,27.0,0.0,25,4.0,Rifle,Sport
105819657,Wyoming,28.0,1.0,7,4.1,Ten Sleep Canyon,Sport
105723643,California,15.5,0.0,64,3.4,Joshua Tree National Park,Trad
105761358,Colorado,30.0,0.0,22,3.7,Boulder,Sport
105749989,Colorado,22.5,-0.5,12,2.4,Canon City,Sport
105879977,Colorado,18.0,0.0,7,3.1,Boulder,Trad
106276838,Utah,22.5,0.0,6,3.3,Wasatch Range,Sport
105876674,California,17.5,0.0,5,3.8,Yosemite National Park,Trad
106618148,Utah,13.0,-1.5,55,3.1,Moab Area,Sport
107074943,New York,16.0,0.0,34,2.9,The Gunks,Trad
106937642,Kentucky,20.5,0.0,24,3.5,Red River Gorge,Sport
105714773,South Dakota,13.0,0.0,11,3.9,Custer State Park,Trad
105748029,Colorado,27.0,0.0,33,3.9,Boulder,Sport
105860641,California,18.0,-1.0,121,4.5,Yosemite National Park,Trad
106437414,New York,13.0,-1.5,25,3.2,The Gunks,Trad
105752569,Colorado,20.5,0.0,41,2.8,Boulder,Trad
107743283,Wyoming,17.0,0.0,24,4.1,Ten Sleep Canyon,Sport
105877455,South Dakota,26.0,0.0,18,4.8,Spearfish Canyon,Sport
107111306,Montana,16.0,0.0,7,3.4,Rattler Gulch,Sport
106293859,California,25.0,0.0,19,3.6,Yosemite National Park,Sport
105975139,California,10.5,0.0,10,2.3,Joshua Tree National Park,Trad
106711001,New York,16.0,0.0,5,3.4,The Gunks,Trad
105795777,Washington,19.5,0.0,45,3.8,Central-West Cascades & Seattle,Trad
105925326,International,21.0,0.0,25,4.4,Asia,Sport
105872888,California,24.0,0.0,50,4.8,Yosemite National Park,Trad
106245532,South Dakota,17.5,0.0,11,2.9,Mount Rushmore National Memorial,Sport
105741176,Utah,19.0,0.0,48,3.4,Wasatch Range,Sport
107196753,South Dakota,26.0,0.0,17,4.7,Spearfish Canyon,Sport
105740486,Utah,18.0,0.5,22,2.8,Wasatch Range,Trad
106324468,Kentucky,19.0,0.0,12,2.9,Red River Gorge,Sport
105752077,Colorado,26.5,0.0,9,2.4,Boulder,Sport
105917977,Kentucky,22.0,0.0,36,3.9,Red River Gorge,Sport
105805984,Washington,16.0,0.0,18,3.7,Central-West Cascades & Seattle,Trad
106563428,Utah,19.0,0.0,9,4.2,Wasatch Range,Sport
106821267,International,16.0,0.0,8,3.1,North America,Trad
106054444,Washington,22.0,0.0,45,4.6,Central-West Cascades & Seattle,Trad
106076330,International,14.5,0.0,17,3.5,North America,Trad
106679389,California,16.0,0.0,8,3.9,Yosemite National Park,Sport
105715682,South Dakota,20.0,0.0,9,4.0,Mount Rushmore National Memorial,Trad
105799049,New York,20.0,0.0,74,3.7,The Gunks,Trad
106129728,California,15.5,0.0,14,3.4,Joshua Tree National Park,Trad
105914186,International,22.0,1.0,19,4.1,North America,Sport
106880494,International,10.5,0.0,13,2.8,North America,Trad
105853405,Wyoming,20.0,0.0,9,2.9,Ten Sleep Canyon,Sport
106617601,California,21.0,0.0,17,4.0,Yosemite National Park,Trad
107242349,Washington,17.5,0.0,7,2.3,Southwest Cascades,Trad
107381697,Idaho,22.5,0.0,10,4.3,Black Cliffs,Sport
105816764,Idaho,19.0,0.0,17,3.9,City of Rocks,Trad
105869766,Wyoming,16.0,0.0,66,4.1,Lander Area,Sport
106553547,Wyoming,22.5,0.0,15,4.0,Ten Sleep Canyon,Sport
105751252,Colorado,20.0,0.0,13,2.9,Boulder,Trad
105851891,Nevada,20.0,0.5,6,3.7,Rainbow Canyon,Trad
107225122,Washington,13.0,0.0,21,3.3,Central-East Cascades,Trad
105962938,Wyoming,17.0,0.0,10,3.7,Fremont Canyon,Sport
105764007,Colorado,28.0,1.0,15,3.3,Boulder,Sport
106397749,New Hampshire,8.5,0.0,12,2.3,Rumney,Trad
105732665,Nevada,23.0,0.0,6,3.2,Red Rock,Trad
105920932,Nevada,24.5,0.0,9,4.2,Red Rock,Trad
106035181,Maine,17.5,0.0,55,4.1,Acadia National Park,Trad
107298937,Maine,16.0,0.0,5,3.6,Shell Pond,Sport
106463231,International,18.0,0.0,15,4.1,North America,Trad
106207758,New Hampshire,17.5,0.0,7,4.3,Pawtuckaway,Trad
105793821,Washington,16.5,0.0,94,4.1,Central-West Cascades & Seattle,Trad
106575856,Kentucky,23.5,0.5,24,3.9,Red River Gorge,Sport
105748511,Colorado,13.0,0.0,29,4.0,Boulder,Trad
106723819,Kentucky,15.0,-2.0,18,2.9,Red River Gorge,Trad
108212308,South Dakota,22.5,0.0,5,3.6,Spearfish Canyon,Sport
107550548,Montana,16.0,0.0,6,3.7,Revenue Flats,Trad
105732812,Nevada,20.0,0.0,24,3.9,Red Rock,Trad
105811303,New York,14.5,-1.0,18,3.4,The Gunks,Trad
107177226,Colorado,30.5,0.5,44,4.9,Boulder,Sport
106674820,Oregon,26.0,0.0,27,4.5,Central Oregon,Sport
108256706,California,19.0,0.0,7,3.9,Yosemite National Park,Trad
105834143,Utah,21.0,0.5,24,3.9,Wasatch Range,Trad
106386846,Nevada,14.5,0.0,5,2.2,Red Rock,Trad
105714788,Wyoming,21.0,0.0,35,4.9,Devil's Tower,Trad
107690721,Idaho,22.5,0.0,14,4.0,Pointless Crag,Sport
105948657,International,19.0,0.0,30,3.7,North America,Trad
106882629,Utah,22.0,0.0,10,3.6,Maple Canyon,Sport
106063792,California,13.0,0.0,11,2.4,Joshua Tree National Park,Trad
105942208,Nevada,19.5,0.0,59,4.0,Red Rock,Sport
107121323,Kentucky,8.5,0.0,9,3.0,Red River Gorge,Trad
105820868,Oregon,25.0,1.0,34,4.4,Central Oregon,Sport
107029417,Washington,19.0,0.0,54,3.8,Southwest Cascades,Sport
105741497,Utah,13.0,0.0,16,3.1,Wasatch Range,Trad
106021944,International,17.5,0.0,20,4.0,North America,Trad
107727123,Utah,19.0,0.0,9,3.6,Wasatch Range,Trad
107742569,Montana,22.0,0.0,9,3.6,Gallatin Canyon,Sport
105764184,Colorado,18.0,0.5,106,2.8,Boulder,Sport
105867142,California,24.0,0.0,23,4.7,Yosemite National Park,Sport
105724645,California,19.0,0.0,12,2.8,Joshua Tree National Park,Sport
108095626,Colorado,14.5,0.0,92,4.8,Boulder,Trad
105868611,Utah,20.0,0.0,25,3.8,Moab Area,Trad
105992537,California,22.5,0.0,50,4.8,Yosemite National Park,Trad
106345235,International,28.0,1.0,7,4.3,North America,Sport
106937181,New Hampshire,14.5,0.0,7,3.3,Whitehorse Ledge,Trad
105749119,Colorado,24.0,0.0,20,4.6,Canon City,Sport
105758973,Colorado,22.5,0.0,16,3.4,Boulder,Trad
105877763,California,16.0,0.0,9,4.0,Yosemite National Park,Trad
107203231,Kentucky,21.0,2.0,17,3.5,Red River Gorge,Sport
105877935,California,16.0,0.0,72,3.7,Yosemite National Park,Trad
106959758,Utah,19.5,0.0,16,3.2,Zion National Park,Sport
106151016,New Hampshire,8.5,0.0,6,2.5,Pawtuckaway,Trad
106393593,Nevada,13.0,0.0,53,2.8,Red Rock,Trad
105756010,Colorado,7.5,0.0,5,3.4,Boulder,Trad
105921754,New Hampshire,16.5,0.0,88,3.0,Rumney,Trad
105892239,California,14.5,1.5,53,3.2,Yosemite National Park,Trad
107261452,Washington,23.5,-0.5,7,4.3,Central-West Cascades & Seattle,Sport
105734807,California,19.0,0.0,18,3.8,San Francisco Bay Area,Sport
105800492,Colorado,23.0,0.0,12,2.2,Boulder,Sport
105934919,Nevada,30.0,0.0,5,4.8,Red Rock,Trad
107276829,Wyoming,23.0,0.0,22,3.7,Ten Sleep Canyon,Sport
105902062,New York,14.5,0.0,11,3.2,The Gunks,Trad
105956362,Nevada,27.0,-0.5,15,3.8,Red Rock,Sport
105993528,New Hampshire,16.0,0.0,39,3.2,Rumney,Sport
106513445,Oregon,24.5,0.5,20,4.5,Central Oregon,Sport
107768828,Wyoming,20.5,0.0,8,3.9,Ten Sleep Canyon,Sport
105929544,New Hampshire,17.5,-0.5,43,4.5,Pawtuckaway,Trad
106326806,International,17.5,0.0,7,3.6,North America,Sport
105753838,Colorado,24.0,0.0,68,3.8,Rifle,Sport
105721822,California,26.0,0.0,44,4.9,Joshua Tree National Park,Trad
106083610,Wyoming,17.5,0.0,11,3.0,Jackson Hole,Sport
105764052,Wyoming,16.5,0.0,26,3.7,Vedauwoo,Trad
107219825,Colorado,11.5,0.0,7,2.1,Boulder,Trad
105851991,Wyoming,13.0,-1.5,29,2.9,Lander Area,Sport
105754468,Colorado,7.5,0.0,14,3.4,Boulder,Trad
107037481,New York,13.0,0.0,13,3.2,The Gunks,Trad
105724579,California,16.0,0.0,32,3.0,Joshua Tree National Park,Trad
106457940,Colorado,28.0,0.0,23,4.9,Canon City,Sport
105722815,California,14.5,0.0,19,2.6,Joshua Tree National Park,Trad
105827655,Wyoming,22.5,0.0,44,3.9,Lander Area,Sport
106023629,Utah,16.0,0.0,10,2.6,Maple Canyon,Sport
107117827,Oregon,11.5,0.0,35,2.5,Central Oregon,Sport
108426190,Utah,23.5,0.0,5,2.8,Moab Area,Trad
106408841,Nevada,14.5,0.0,5,2.2,Red Rock,Trad
105893624,Kentucky,26.0,0.0,57,4.6,Red River Gorge,Sport
107201090,California,22.0,0.0,29,4.7,Yosemite National Park,Trad
106133879,New York,11.5,0.0,76,3.2,The Gunks,Trad
105714962,South Dakota,8.5,0.0,38,4.4,Custer State Park,Trad
107203510,Kentucky,18.0,0.0,12,3.4,Red River Gorge,Sport
106957123,Kentucky,25.0,0.0,7,4.1,Red River Gorge,Sport
105718264,Utah,23.0,0.0,55,4.4,Moab Area,Trad
106580234,Kentucky,16.0,0.0,47,2.3,Red River Gorge,Sport
108191851,New York,14.5,0.0,6,2.5,Adirondacks,Sport
105718174,Utah,25.0,0.0,5,5.0,Moab Area,Trad
106157962,Wyoming,21.0,1.5,5,3.8,Cody,Sport
107680426,Nevada,19.0,0.0,11,2.5,Mount Charleston,Sport
105725158,California,14.5,0.0,11,2.2,Joshua Tree National Park,Trad
106045291,Kentucky,27.0,0.0,20,4.8,Red River Gorge,Sport
106955044,Utah,29.0,0.5,10,5.0,Wasatch Range,Sport
105740306,Utah,18.0,0.0,10,2.7,Wasatch Range,Sport
106131704,South Dakota,16.0,0.0,16,3.1,Spearfish Canyon,Sport
106229391,International,19.0,0.0,7,3.6,North America,Sport
106329281,Washington,27.0,0.5,5,5.0,Central-West Cascades & Seattle,Trad
107607130,Idaho,20.0,0.0,9,4.2,Black Cliffs,Sport
105816350,Oregon,23.5,0.5,11,2.5,Central Oregon,Sport
105988932,Utah,18.0,1.5,32,3.1,Wasatch Range,Sport
105959460,International,14.5,0.0,70,4.4,North America,Trad
105853976,Washington,17.5,0.0,21,3.2,Central-West Cascades & Seattle,Sport
105717730,Utah,21.0,0.0,33,3.6,Moab Area,Trad
105923573,New Hampshire,14.5,0.0,83,2.7,Rumney,Sport
105753004,Colorado,20.0,-1.0,70,4.6,Boulder,Trad
106696458,Colorado,22.5,0.0,8,2.6,Canon City,Sport
106230860,Wyoming,26.0,0.0,21,4.2,Ten Sleep Canyon,Sport
107073365,International,23.0,0.0,8,4.9,Asia,Sport
105741479,Utah,16.0,0.0,18,2.4,Maple Canyon,Sport
106253882,New Hampshire,17.5,0.0,6,3.8,Band M (CLOSED),Trad
107233912,South Dakota,24.0,0.0,11,4.8,Spearfish Canyon,Sport
107200557,Wyoming,21.0,0.0,10,3.3,Ten Sleep Canyon,Sport
105760968,Colorado,28.0,0.0,12,3.9,Rifle,Sport
106494369,Nevada,25.0,-1.0,8,2.6,Mount Charleston,Sport
106862975,New York,16.0,0.0,8,3.6,The Gunks,Trad
107790537,Montana,17.5,0.0,12,4.8,Paradise Valley,Trad
105760332,Colorado,19.0,0.0,147,3.2,Boulder,Sport
105715148,South Dakota,26.0,0.0,18,4.8,Spearfish Canyon,Sport
106028197,Colorado,19.0,0.0,52,3.6,Boulder,Trad
107707306,Wyoming,22.5,0.0,6,3.0,Ten Sleep Canyon,Sport
105869556,South Dakota,19.0,0.0,16,3.6,Spearfish Canyon,Sport
105763488,Colorado,22.5,-0.5,6,2.3,Boulder,Trad
105848958,Idaho,27.5,-0.5,5,4.0,Dierkes Lake,Sport
105928716,Utah,23.5,0.75,21,4.0,Zion National Park,Trad
105748993,Colorado,22.0,0.0,127,4.0,Canon City,Sport
105928207,California,10.5,-1.0,22,3.1,Joshua Tree National Park,Trad
105934143,Utah,21.0,0.0,10,3.4,Moab Area,Trad
108236884,Colorado,19.0,0.0,15,3.4,Boulder,Trad
106276911,Utah,23.5,0.5,8,3.8,Wasatch Range,Trad
108177975,Idaho,17.5,0.0,10,3.4,Black Cliffs,Sport
106904349,Oregon,16.5,0.0,11,4.2,Central Oregon,Trad
107807510,Kentucky,16.0,0.0,16,2.6,Red River Gorge,Sport
106069787,New York,19.0,0.0,63,4.6,Adirondacks,Trad
107874682,Utah,20.0,0.0,11,3.2,Moab Area,Trad
106303226,Utah,26.5,0.0,6,4.5,Wasatch Range,Trad
105761337,Colorado,19.0,0.0,122,3.0,Boulder,Sport
105829767,New York,20.0,0.0,61,4.4,The Gunks,Trad
106411525,Maine,17.5,0.0,5,3.0,Clifton Crags,Sport
108014681,Utah,20.0,0.5,8,3.4,Zion National Park,Trad
106932661,South Dakota,24.0,0.0,10,4.5,Spearfish Canyon,Sport
105899738,New York,19.5,0.0,33,4.0,The Gunks,Trad
106593471,Utah,27.0,0.0,5,4.4,Moab Area,Trad
107303298,New Hampshire,15.0,0.0,7,3.7,Kancamagus Crags,Trad
107704748,International,16.0,0.0,12,4.4,North America,Sport
105724369,California,14.5,0.0,28,2.6,Joshua Tree National Park,Trad
105844745,California,14.5,0.0,12,2.5,Joshua Tree National Park,Trad
107358992,Colorado,16.5,0.0,8,2.8,Canon City,Sport
106134067,New York,14.5,0.0,26,3.1,The Gunks,Trad
106567858,New Hampshire,23.5,0.0,5,4.0,Cathedral Ledge,Sport
107266509,Oregon,26.0,1.0,7,3.4,Northeastern Oregon,Sport
105733013,Nevada,14.5,0.0,29,3.1,Red Rock,Trad
106766001,International,28.0,0.0,5,4.8,North America,Sport
105750040,Colorado,28.0,0.0,11,4.9,Canon City,Sport
106155974,California,23.5,0.0,6,2.8,San Francisco Bay Area,Sport
105714863,South Dakota,11.5,0.0,34,2.7,Mount Rushmore National Memorial,Sport
105741872,Utah,22.0,0.0,16,4.1,Wasatch Range,Trad
106973588,Kentucky,16.0,0.0,11,2.8,Red River Gorge,Sport
105722458,California,16.0,0.0,44,3.4,Joshua Tree National Park,Trad
107111318,Montana,17.5,0.0,7,3.6,Rattler Gulch,Sport
106249856,Washington,21.0,0.0,23,4.7,Southwest Cascades,Trad
105982469,Oregon,27.0,0.0,11,4.9,Portland & The Gorge,Sport
105724261,California,14.5,0.0,25,2.4,Joshua Tree National Park,Trad
105724609,California,14.5,0.0,22,2.6,Joshua Tree National Park,Trad
106522797,Colorado,20.0,0.0,15,3.6,Boulder,Sport
106760957,California,22.5,0.0,5,3.6,Yosemite National Park,Trad
106765208,New Hampshire,14.5,0.0,20,3.7,Cannon Cliff ,Trad
105989981,Colorado,29.0,-1.0,10,3.1,Boulder,Sport
105814034,Wyoming,24.5,0.0,10,4.9,Vedauwoo,Trad
105969777,Colorado,21.0,0.0,16,2.8,Canon City,Sport
106138396,South Dakota,17.5,-0.5,34,3.6,Spearfish Canyon,Sport
107772537,Utah,20.0,0.0,6,2.8,Maple Canyon,Sport
105740993,Utah,14.5,0.0,71,3.3,Wasatch Range,Trad
106409719,New Hampshire,14.5,0.0,8,2.2,Rumney,Trad
106713086,New Hampshire,23.5,0.5,5,4.0,New Durham Area  (South of Lake Winnipesaukee),TR
105803718,Oregon,19.0,0.0,69,4.2,Central Oregon,Trad
105811601,Nevada,21.0,0.0,60,3.6,Red Rock,Sport
106599049,Nevada,15.0,-1.0,7,2.9,Red Rock,Sport
106576940,New Hampshire,21.0,0.0,9,4.2,Whitehorse Ledge,Trad
105862249,Utah,20.0,0.0,63,3.5,Moab Area,Trad
107324024,Maine,14.5,0.0,5,3.8,Acadia National Park,Trad
107052784,New Hampshire,19.0,-1.0,16,2.9,Rumney,Sport
105754126,Colorado,28.0,0.0,14,4.2,Rifle,Sport
105999884,Colorado,17.5,0.5,24,3.8,Boulder,Sport
106759008,Idaho,15.0,0.0,10,3.1,Black Cliffs,Sport
105801917,Oregon,21.0,0.0,26,4.5,Central Oregon,Trad
105812429,Colorado,32.0,-0.5,6,4.0,Rifle,Sport
105724933,California,20.0,0.0,17,3.1,Joshua Tree National Park,Trad
106391802,New York,22.5,-0.5,9,2.9,The Gunks,Trad
105722245,California,5.5,0.0,19,2.2,Joshua Tree National Park,Trad
107203525,Kentucky,23.0,0.0,5,4.2,Red River Gorge,Sport
107629709,Utah,26.5,0.0,6,4.8,Moab Area,Trad
105757243,Colorado,17.5,-0.5,55,3.2,Rifle,Sport
105910625,South Dakota,26.0,-1.0,13,4.9,Spearfish Canyon,Sport
108380035,International,8.5,-2.0,6,3.7,North America,Trad
109868733,Nevada,19.0,0.0,11,4.4,Red Rock,Sport
106083752,International,21.0,0.0,16,3.8,Asia,Sport
105761334,Colorado,21.0,0.0,56,2.4,Boulder,Sport
110397396,South Dakota,29.0,-1.0,5,4.6,Spearfish Canyon,Sport
106971196,Nevada,15.0,0.0,8,2.8,Red Rock,Sport
105760989,Colorado,23.0,0.0,9,3.4,Canon City,Sport
105740138,Utah,11.5,0.0,16,2.2,Wasatch Range,Trad
106885903,International,19.0,1.5,9,4.4,North America,Sport
105933907,Colorado,16.0,0.0,97,3.0,Boulder,Sport
106256726,Colorado,32.0,-1.0,6,4.0,Rifle,Sport
105721951,California,21.0,0.0,61,3.6,Joshua Tree National Park,Trad
105724855,California,19.0,0.0,21,3.3,Joshua Tree National Park,Sport
105741035,Idaho,20.0,0.0,113,4.0,City of Rocks,Sport
106512420,Utah,27.0,0.0,17,3.8,Maple Canyon,Sport
107666147,New Hampshire,15.0,0.0,13,3.1,Kancamagus Crags,Trad
105835097,Oregon,24.0,0.0,28,4.0,Mt. Hood,Sport
106254330,Wyoming,26.0,0.0,10,2.9,Ten Sleep Canyon,Sport
108281779,South Dakota,17.5,3.0,11,4.2,Custer State Park,Trad
105754906,Colorado,17.5,0.0,31,2.4,Boulder,Trad
105740777,Utah,21.0,1.0,11,2.5,Wasatch Range,Trad
108373424,New York,18.0,0.0,9,4.4,Adirondacks,Sport
106059552,International,20.0,0.0,5,3.8,North America,Sport
105740330,Utah,17.5,0.0,68,2.7,Wasatch Range,Sport
105802175,California,22.0,-0.5,39,3.0,Joshua Tree National Park,Trad
107111230,Montana,22.0,0.0,9,4.6,Kootenai Canyon,Sport
105942411,Utah,20.0,-1.0,9,4.0,Wasatch Range,Sport
105843132,Colorado,14.5,0.0,26,3.7,Boulder,Trad
105874717,California,19.0,0.0,59,3.3,Yosemite National Park,Trad
106218501,International,17.5,0.0,9,4.1,North America,Trad
107037493,New York,13.0,0.0,12,2.8,The Gunks,Trad
106047075,Utah,26.5,0.0,20,4.5,Moab Area,Trad
106702573,South Dakota,13.0,0.0,5,2.4,Palisades State Park,Trad
106207680,Colorado,30.0,0.0,56,4.8,Boulder,Sport
106863117,Washington,19.5,0.5,7,4.0,Southwest Cascades,Trad
105756796,Colorado,20.0,0.0,242,4.8,Boulder,Trad
106169612,Kentucky,27.0,0.0,26,4.4,Red River Gorge,Sport
106057691,New Hampshire,13.0,1.5,67,2.9,Rumney,Sport
106569417,Oregon,21.0,0.0,24,4.7,Central Oregon,Trad
105759576,Colorado,16.0,0.0,37,2.5,Boulder,Trad
106180675,International,24.5,0.0,6,3.5,North America,Sport
105741557,Idaho,14.5,1.5,192,4.0,City of Rocks,Sport
105741881,Utah,24.0,0.0,9,4.6,Wasatch Range,Sport
105951717,New Hampshire,21.0,0.0,39,3.8,Rumney,Sport
105972220,International,16.0,-1.5,10,3.3,North America,Trad
106386383,Nevada,19.0,0.0,7,3.6,Red Rock,Trad
105948052,New Hampshire,16.0,0.5,21,3.1,Pawtuckaway,Trad
105899231,Oregon,19.0,0.0,15,3.9,Central Oregon,Trad
105804599,Oregon,20.0,0.0,66,4.8,Central Oregon,Trad
106190926,Nevada,24.0,0.0,11,3.5,Mount Charleston,Sport
105764853,Colorado,16.0,0.0,38,3.8,Boulder,Sport
105864770,Nevada,14.5,0.0,17,2.8,Red Rock,TR
106582185,Washington,16.0,1.5,10,3.1,Central-East Cascades,Sport
107878537,Kentucky,19.0,0.0,21,3.6,Red River Gorge,Sport
108193184,Colorado,19.0,0.0,16,3.4,Rifle,Sport
106848945,California,19.5,0.0,5,4.2,Yosemite National Park,Trad
105758026,Colorado,17.5,0.0,51,3.1,Boulder,Trad
107540380,New York,17.0,0.0,11,3.8,Adirondacks,Trad
107690694,Idaho,21.5,0.5,11,2.9,Pointless Crag,Sport
105715259,South Dakota,20.0,0.0,5,3.8,Falling Rock,Sport
105714959,South Dakota,16.0,0.0,23,4.6,Custer State Park,Trad
105827556,Wyoming,26.0,0.0,21,4.7,Lander Area,Sport
106423068,Nevada,19.5,0.0,17,3.5,Red Rock,Trad
105891711,Kentucky,16.0,0.0,18,3.7,Red River Gorge,Trad
106585771,Nevada,22.0,0.0,10,4.0,Red Rock,Sport
105819755,South Dakota,19.5,0.0,5,4.0,Custer State Park,Sport
106265739,Utah,20.0,0.0,10,3.1,Wasatch Range,Trad
106586323,Kentucky,28.0,0.0,27,4.9,Red River Gorge,Sport
105733172,Nevada,13.0,0.0,18,3.5,Red Rock,Trad
105866000,California,22.0,0.0,22,4.2,Yosemite National Park,Trad
105827243,Colorado,13.0,0.0,63,3.6,Boulder,Trad
107258485,Washington,19.0,0.0,12,2.5,Central-West Cascades & Seattle,Sport
105740270,Utah,22.5,0.0,13,3.7,Wasatch Range,Sport
105751294,Colorado,22.5,0.0,17,3.6,Boulder,Trad
108168278,Wyoming,20.0,0.0,5,4.8,Ten Sleep Canyon,Sport
105808856,Nevada,19.5,0.0,20,2.8,Red Rock,Sport
106260723,Utah,18.0,0.0,5,2.8,Wasatch Range,Trad
105722134,California,22.0,0.0,36,4.6,Joshua Tree National Park,Trad
105912509,New York,16.0,0.0,9,3.4,The Gunks,Trad
107794440,Colorado,21.0,0.0,10,3.5,Boulder,Trad
105733157,Nevada,14.5,0.0,5,2.6,Red Rock,Trad
107359044,Colorado,19.0,0.0,6,3.2,Canon City,Sport
107670133,Washington,20.5,0.0,5,3.0,Central Region,Sport
106242815,Idaho,17.5,1.5,13,3.5,City of Rocks,Trad
106024105,Utah,26.5,0.0,8,5.0,Moab Area,Trad
108306490,Utah,27.0,0.0,8,3.8,Maple Canyon,Sport
106721175,Washington,16.0,0.0,7,2.9,Central Region,Sport
105755281,Colorado,26.0,0.0,7,2.1,Boulder,Trad
